APN,Acreage,Address,Assessed Value,Asset Category,City,Coordinates,County,Land Use Description,Listed Owners,Market Value,State,Tax Year,ZIP
62-700-03-12-00-0-00-000,5.0056,14804 Sw Chapman Rd,11992.0,Vacant Land,Lees Summit,"[-94.413969292, 38.8839253988]",Jackson County,Residential Vacant Land,"Intellectural Reserve Inc, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Property Reserve Inc",64289.0,MO,2019,64082
1532200002,41.1,,64267.0,Agricultural,Pomeroy,"[-94.6405376031, 42.572653409]",Pocahontas County,Agricultural,"Intellectural Reserve Inc, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Alan Bott, Deseret Trust Co, Farmland Reserve Inc",64267.0,IA,2019,50575
986026926,3.12,,64260.0,Special Purpose,,"[-122.6425007078, 45.7787224991]",Clark County,Religious,"Intellectural Reserve Inc, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Latter Day Saints Church",64260.0,WA,2019,
12.18.400.002,39.0,,64160.0,Agricultural,Winthrop,"[-91.698454995, 42.4334692595]",Buchanan County,Agricultural,"Deseret Trust Co, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Intellectural Reserve Inc, Alan Bott",64160.0,IA,2019,50682
2-010-45-007-7000-0000,272.69,,64160.0,Vacant Land,Clarkston,"[-117.2238461636, 46.3566178179]",Asotin County,Agricultural Land,Farmland Reserve Inc,64160.0,WA,2019,99403
10-9.2-32-03,136.3,,7696.0,Vacant Land,Jameson,"[-93.9553995965, 39.962849484]",Daviess County,Agricultural Land,"Church of Jesus Christ LDS, Church of Jesus Christ-Lds",64140.0,MO,2019,64647
08-05-28-000-007.000-018,54.313,250 W North St,64000.0,Vacant Land,Delphi,"[-86.7600043919, 40.5860201047]",Carroll County,Agricultural Land,Farmland Reserve Inc,64000.0,IN,2019,46923
15-19-426-002-0000,0.21,4044 W Lake Boulevard Park,64000.0,Public & Semi-Public,West Valley,"[-111.9870853421, 40.7184764592]",Salt Lake County,Tax Exempt,Suburban Land Reserve Inc,64000.0,UT,2019,84120
179-26-015,38.03,5676 W County 9Th St,9593.0,Agricultural,Yuma,"[-114.6996407847, 32.7001668542]",Yuma County,Field (All Soil Classes),Church of Jesus Christ of LDS,63956.0,AZ,2019,85364
105-30-015,11.48,,9584.0,Vacant Land,Nogales,"[-110.882430623, 31.3876550412]",Santa Cruz County,General Vacant Land,"Temple Salt Lake, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Intellectural Reserve Inc, Corporation Of The Presiding Bishop Of T, Corporation of The Presiding Bishop",63893.0,AZ,2019,85621
00002424-00,75.1,,63875.0,Public & Semi-Public,,"[-111.9810684165, 42.0659223815]",Franklin County,Tax Exempt,Corporation of The Presiding Bishop,63875.0,ID,2019,
02-02-100-008,39.13,,63870.0,Agricultural,Ionia,"[-92.3494757252, 42.9008775088]",Bremer County,Agricultural,No 02-50899,63870.0,IA,2019,50645
02-113-0009,3.91,,63870.0,Vacant Land,Providence,"[-111.8125391602, 41.6953875179]",Cache County,General Vacant Land,Corp Presiding Bishop LDS,63870.0,UT,2019,84332
03.10.100.003,39.0,,63870.0,Agricultural,Stanley,"[-91.7780347607, 42.6269884789]",Buchanan County,Agricultural,"Deseret Trust Co, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Intellectural Reserve Inc, Alan Bott",63870.0,IA,2019,50671
043-07-0-00-00-001.00-B,158.0,,19146.0,Agricultural,Sublette,"[-100.8430023193, 37.4898681641]",Haskell County,Ranch,"Deseret Trust Co, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Intellectural Reserve Inc, Alan Bott",63820.0,KS,2019,67877
16-08-107-003-0000,0.57,731 S Lake St,63800.0,Special Purpose,Salt Lake City,"[-111.8693208314, 40.753290758]",Salt Lake County,Religious,Corp Of Pb Of Ch Jc Of LDS,63800.0,UT,2019,84102
62-700-03-15-00-0-00-000,5.0399,14816 Sw Chapman Rd,11954.0,Vacant Land,Lees Summit,"[-94.4111939575, 38.8838284394]",Jackson County,Residential Vacant Land,"Intellectural Reserve Inc, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Property Reserve Inc",63771.0,MO,2019,64082
03-300-04-02-00-0-00-000,95.5887,Levee Rd,7648.0,Vacant Land,Independence,"[-94.3057351785, 39.2160409815]",Jackson County,Agricultural Land,Farmland Reserve Inc,63730.0,MO,2019,64058
33-04-351-003-0000,0.54,14051 S 3600 W,63700.0,Vacant Land,Riverton,"[-111.9670485908, 40.4934073579]",Salt Lake County,Residential Vacant Land,Corp Of Pb Of Ch Jc Of LDS,63700.0,UT,2019,84065
15-24-483-011-0000,0.53,2702 S Main St,63700.0,Special Purpose,Salt Lake City,"[-111.8914783128, 40.7123068767]",Salt Lake County,Religious,Corp Of Pb Of Ch Jc Of LDS,63700.0,UT,2019,84115
37-03-22-000-001.006-022,40.74,1050 S S,63700.0,Vacant Land,Rensselaer,"[-87.2010873102, 40.8604731769]",Jasper County,Agricultural Land,Farmland Reserve Inc,63700.0,IN,2019,47978
9013-20-151-001,39.0,,63640.0,Vacant Land,Cedar Falls,"[-92.4138566083, 42.5941342486]",Black Hawk County,Agricultural Land,"Intellectural Reserve Inc, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Alan Bott, Deseret Trust Co, Corporation Of The President Of The Church Of Jesus Christ Of Latter +, West Mountain Orchards",63640.0,IA,2019,50613
RP07S17E230002,72.4,,63622.0,Agricultural,Jerome,"[-114.426399, 42.809]",Jerome County,Field (All Soil Classes),Farmland Reserve Inc,63622.0,ID,2019,83338
RP-09N42E131200,112.283,,63532.0,Vacant Land,Ashton,"[-111.4433384214, 44.1022316609]",Fremont County,Agricultural Land,Farmland Reserve Inc,63532.0,ID,2019,83420
11.13.200.001,38.63,,63520.0,Agricultural,Winthrop,"[-91.7217210365, 42.4407322222]",Buchanan County,Agricultural,"Deseret Trust Co, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Intellectural Reserve Inc, Alan Bott",63520.0,IA,2019,50682
03.04.400.008,39.0,,63510.0,Agricultural,Stanley,"[-91.7877794246, 42.6308576937]",Buchanan County,Agricultural,"Deseret Trust Co, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Intellectural Reserve Inc, Alan Bott",63510.0,IA,2019,50671
07.20.100.004,39.0,,63480.0,Agricultural,Independence,"[-91.8183675987, 42.5064446214]",Buchanan County,Agricultural,"Deseret Trust Co, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Intellectural Reserve Inc, Alan Bott",63480.0,IA,2019,50644
12963,0.1895,402 Clay St,63400.0,Special Purpose,Blacksburg,"[-80.4155464167, 37.2249961358]",Montgomery County,Religious,Church of Jesus Christ of LDS,63400.0,VA,2019,24060
44-1708-32-3-01-01-0000,640.0,,63396.0,Agricultural,Harlowton,"[-109.6227284093, 46.410567383]",Wheatland County,Agricultural,Farmland Reserve Inc,63396.0,MT,2019,59036
1-017-181-380200,2.87,,63366.0,Special Purpose,Canones,"[-106.5764406495, 36.8545132439]",Rio Arriba County,Religious,"Intellectural Reserve Inc, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Church of Jesus Christ of Latter-Day Saints, Church of Jesus Christ of Latter Day Saints",63366.0,NM,2019,87516
04-019-0144,1.28,7016 N 2650 W,63360.0,Vacant Land,Honeyville,"[-112.0800116436, 41.6374507564]",Box Elder County,General Vacant Land,Lds Cpb,63360.0,UT,2019,84314
01-13-300-007,151.6,,63334.0,Vacant Land,Heyworth,"[-89.0475706236, 40.275396172]",De Witt County,Agricultural Land,Farmland Reserve Inc,63334.0,IL,2019,61745
350045909,124.94,,50640.0,Agricultural,,"[-102.5127383644, 41.9606703076]",Garden County,Agricultural,Farmland Reserve Inc,63300.0,NE,2019,
11.24.200.004,38.79,,63220.0,Agricultural,Winthrop,"[-91.7169823153, 42.4225614733]",Buchanan County,Agricultural,"Deseret Trust Co, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Intellectural Reserve Inc, Alan Bott",63220.0,IA,2019,50682
04.08.100.005,35.05,,63130.0,Agricultural,Buckingham,"[-92.3936935054, 42.2817387878]",Tama County,Agricultural,"Deseret Trust Co, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Intellectural Reserve Inc, Alan Bott",63130.0,IA,2019,50612
077-092-25-000,0.39,,63089.0,Special Purpose,Ben Lomond,"[-122.0879616991, 37.0914301852]",Santa Cruz County,Religious,"Temple Salt Lake, Corporation Of The Presiding Bishop Of T",63089.0,CA,2019,95005
03.22.300.002,34.79,,63020.0,Agricultural,Traer,"[-92.4684037009, 42.2449108764]",Tama County,Agricultural,"Deseret Trust Co, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Intellectural Reserve Inc, Alan Bott",63020.0,IA,2019,50675
03.09.400.002,38.18,,63010.0,Agricultural,Stanley,"[-91.7882026517, 42.6198573697]",Buchanan County,Agricultural,"Deseret Trust Co, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Intellectural Reserve Inc, Alan Bott",63010.0,IA,2019,50671
049H-C-034.00,1.26,Turn Table Rd,15750.0,Special Purpose,Sparta,"[-85.4766959215, 35.9434321474]",White County,Religious,Corp Presiding Bishop,63000.0,TN,2019,38583
07.30.100.002,37.91,,62970.0,Agricultural,Independence,"[-91.8428966411, 42.4925923963]",Buchanan County,Agricultural,"Deseret Trust Co, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Intellectural Reserve Inc, Alan Bott",62970.0,IA,2019,50644
51-300-154-00,11.9,687 Linn St,,Multifamily,Allegan,"[-85.8582695947, 42.5161787971]",Allegan County,Multi Family (General),Church of Jesus Christ of,62968.0,MI,2019,49010
03.04.400.001,39.0,,62890.0,Agricultural,Stanley,"[-91.7929247116, 42.6341497364]",Buchanan County,Agricultural,"Deseret Trust Co, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Intellectural Reserve Inc, Alan Bott",62890.0,IA,2019,50671
100736,79.75,78025 Stage Gulch Rd,24003.0,Vacant Land,Pendleton,"[-119.0255643324, 45.780505803]",Umatilla County,Agricultural Land,Farmland Reserve Inc,62890.0,OR,2018,97801
00-971-69,17.96,,9485.0,Agricultural,,"[-112.8638355539, 37.8730872541]",Iron County,Agricultural,Farmland Reserve Inc,62860.0,UT,2019,
501-12-016-G,59.1845,16533 W Greenway Rd,9410.0,Agricultural,Surprise,"[-112.4125915348, 33.6224088636]",Maricopa County,Field (All Soil Classes),Suburban Land Reserve Inc,62735.0,AZ,2019,85388
10-701-00-01-004.00,144.37,Ne Staley Rd,7520.0,Vacant Land,Kansas City,"[-94.533551517, 39.292932979]",Clay County,Agricultural Land,Property Reserve Inc,62700.0,MO,2019,64156
R0354095,74.93,,18180.0,Agricultural,,"[-104.6699816837, 40.6358580612]",Weld County,Agricultural,Church of Jesus Christ of Latter-Day Sai,62660.0,CO,2019,
RPD0310-00,54.0,,62652.0,Agricultural,Pocatello,"[-112.6304313084, 42.8935888679]",Power County,Field (All Soil Classes),Corp. of Pres Bishop of LDS Chu,62652.0,ID,2019,83204
8914-19-176-002,36.19,,62580.0,Vacant Land,Cedar Falls,"[-92.5461777208, 42.5076916351]",Black Hawk County,Agricultural Land,"Intellectural Reserve Inc, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Alan Bott, Deseret Trust Co, Corporation Of The President Of The Church Of Jesus Christ Of Latter +, West Mountain Orchards",62580.0,IA,2019,50613
05-06-18-006-038-04,49.92,,20850.0,Agricultural,Monticello,"[-88.5601830971, 40.0414469299]",Piatt County,Farm,Farmland Reserve Inc,62550.0,IL,2019,61856
107871,131.0,,25037.0,Vacant Land,,"[-119.1771747143, 45.7362441789]",Umatilla County,Agricultural Land,Farmland Reserve Inc,62540.0,OR,2018,
40-89-25-13-300001,39.0,,62520.0,Agricultural,Webster City,"[-93.7522300677, 42.520117558]",Hamilton County,Agricultural,"Intellectural Reserve Inc, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Alan Bott, Deseret Trust Co, Farmland Reserve Inc",62520.0,IA,2019,50595
770,79.5,County Road 345,2280.0,Vacant Land,Paducah,"[-100.0599244679, 34.0698827211]",Cottle County,Agricultural Land,Farmland Reserve Inc,62510.0,TX,2019,79248
09-012-0-0001,0.6,196 N Pinehurst Ave,62500.0,Vacant Land,Tooele,"[-112.2922933942, 40.5341066367]",Tooele County,General Vacant Land,Corporation of The Presiding Bishop,62500.0,UT,2019,84074
144-20-0-00-00-003.00-0,157.4,Avenue P,18738.0,Agricultural,Chase,"[-98.3447582354, 38.3005335333]",Rice County,Ranch,"Deseret Trust Co, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Intellectural Reserve Inc, Alan Bott",62460.0,KS,2019,67524
010-230-074-000,0.23,348 Spruce St,62456.0,Special Purpose,Gridley,"[-121.6920261009, 39.3677401801]",Butte County,Religious,"Intellectural Reserve Inc, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Church of Jesus Christ of Latter-Day Sts, Church of Jesus Christ of Latter Day Sts",62456.0,CA,2019,95948
121-10-035C,3.01,39 W Patton St,9366.0,Vacant Land,Saint David,"[-110.2233169958, 31.9048963066]",Cochise County,Residential Vacant Land,"Intellectural Reserve Inc, Church of Jesus Christ of Latter Day St, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints",62442.0,AZ,2019,85630
11.14.300.001,39.0,,62420.0,Agricultural,Winthrop,"[-91.750963651, 42.4340683498]",Buchanan County,Agricultural,"Deseret Trust Co, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Intellectural Reserve Inc, Alan Bott",62420.0,IA,2019,50682
138-28-025-C,0.2769,57 S Hobson,9360.0,Vacant Land,Mesa,"[-111.818259132, 33.4135649468]",Maricopa County,Residential Vacant Land,Corporation of The Presiding Bishop,62400.0,AZ,2019,85204
04-05-300-200,40.0,,62400.0,Vacant Land,Lincoln,"[-93.3217482001, 42.2006764378]",Story County,Agricultural Land,"Deseret Trust Co, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Intellectural Reserve Inc, Alan Bott",62400.0,IA,2019,50652
19-3502-08-4-01-01-0000,200.0,,62345.0,Vacant Land,,"[-110.2189717346, 47.8491144544]",Chouteau County,Agricultural Land,Church of Jesus Christ of LDS,62345.0,MT,2019,
350046441,123.14,,49871.0,Agricultural,,"[-102.6102301088, 41.9453261301]",Garden County,Agricultural,Farmland Reserve Inc,62339.0,NE,2019,
03.09.200.001,38.0,,62310.0,Agricultural,Stanley,"[-91.7927107054, 42.6271150433]",Buchanan County,Agricultural,"Deseret Trust Co, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Intellectural Reserve Inc, Alan Bott",62310.0,IA,2019,50671
200004515174890,40.0,,37850.0,Vacant Land,Pullman,"[-117.1750030518, 46.7322616577]",Whitman County,Recreational Vacant Land,Farmland Reserve Inc,62300.0,WA,2019,99163
40-89-25-13-300003,40.0,,62290.0,Agricultural,Webster City,"[-93.7522107733, 42.5165476147]",Hamilton County,Agricultural,"Intellectural Reserve Inc, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Alan Bott, Deseret Trust Co, Farmland Reserve Inc",62290.0,IA,2019,50595
044-18-0-00-00-001.00-B,158.0,,18687.0,Agricultural,Sublette,"[-100.8430023193, 37.4898681641]",Haskell County,Ranch,"Deseret Trust Co, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Intellectural Reserve Inc, Alan Bott",62290.0,KS,2019,67877
40-89-25-24-200003,39.0,,62250.0,Agricultural,Webster City,"[-93.737643815, 42.5128380206]",Hamilton County,Agricultural,"Intellectural Reserve Inc, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Alan Bott, Deseret Trust Co, Farmland Reserve Inc",62250.0,IA,2019,50595
350042020,122.89,,49770.0,Agricultural,,"[-102.4177560917, 41.8908479094]",Garden County,Agricultural,Farmland Reserve Inc A Utah Nonprofit Corp,62213.0,NE,2019,
71061,0.3,,,Public & Semi-Public,Hurricane,"[-113.2945807755, 37.1753035044]",Washington County,Tax Exempt,Lds Corp Of Pres Of Church,62200.0,UT,2019,84737
04-09-200-300,40.0,,62200.0,Vacant Land,Lincoln,"[-93.2973280643, 42.1896674795]",Story County,Agricultural Land,"Deseret Trust Co, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Intellectural Reserve Inc, Alan Bott",62200.0,IA,2019,50652
570036415,640.0,,7462.0,Vacant Land,,"[-96.6058279443, 36.9487506709]",Osage County,Agricultural Land,Farmland Reserve Inc,62180.0,OK,2019,
810056003,120.0,,49686.0,Vacant Land,,"[-102.3101542131, 42.2258782176]",Sheridan County,Agricultural Land,Farmland Reserve Inc,62108.0,NE,2019,
16-34-151-005-0000,0.23,3570 S 2000 E,62100.0,Public & Semi-Public,Salt Lake City,"[-111.8336729304, 40.6932340968]",Salt Lake County,Government/Public Use (General),Corp Of Pb Of Ch Jc Of LDS,62100.0,UT,2019,84109
137423,1.44,,28860.0,Agricultural,Fillmore,"[-112.1049930577, 39.2463917405]",Millard County,Farm,Corp Church Jc Of Lds-Scipio,62100.0,UT,2019,84631
R54099,26.0,234 Lcr 329,10550.0,Agricultural,Prairie Hill,"[-96.7273686711, 31.6134587156]",Limestone County,Agricultural,Farmland Reserve Inc,62100.0,TX,2019,76678
350038945,122.65,,49673.0,Agricultural,,"[-102.2831180805, 41.7813716224]",Garden County,Agricultural,Farmland Reserve Inc,62091.0,NE,2019,
R0093387,74.08,,18010.0,Agricultural,,"[-104.5764000688, 40.431735762]",Weld County,Agricultural,Corporation of The Presiding Bishop,62087.0,CO,2019,
01518-00000-00000-003366,73.0,,2120.0,Vacant Land,Crowell,"[-99.9655728042, 34.2084424877]",Foard County,Agricultural Land,Farmland Reserve Inc,62050.0,TX,2019,79227
5965-06-39-3058,0.55,Golf Course Rd,62050.0,Special Purpose,Pilot Mountain,"[-80.4826887127, 36.3764881819]",Surry County,Religious,"Utah North Area Sports, Carolina Raleigh North Mission",62050.0,NC,2019,27041
9013-30-226-002,37.48,,62050.0,Vacant Land,Cedar Falls,"[-92.4189144819, 42.5831488246]",Black Hawk County,Agricultural Land,"Intellectural Reserve Inc, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Alan Bott, Deseret Trust Co, Corporation Of The President Of The Church Of Jesus Christ Of Latter +, West Mountain Orchards",62050.0,IA,2019,50613
44-1706-08-1-01-01-0000,629.41,,62041.0,Vacant Land,Harlowton,"[-109.8732754948, 46.4681858499]",Wheatland County,Agricultural Land,Farmland Reserve Inc,62041.0,MT,2019,59036
12-034-0070,1.06,,62029.0,Special Purpose,Syracuse,"[-112.078007046, 41.105022233]",Davis County,Religious,Property Reserve Inc,62029.0,UT,2019,84075
304-64-085,0.167,,9300.0,Special Purpose,Queen Creek,"[-111.6080022868, 33.2484721936]",Maricopa County,Religious,"Intellectural Reserve Inc, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Presiding Bishop Of The, The Church of Jesus Christ of Latter-Day Saints, Church Of Jesus Christ, Corporation Of The, Corporation of The Presiding Bishop",62000.0,AZ,2019,85142
350039844,122.45,,49592.0,Agricultural,Ellsworth,"[-102.4961509684, 41.8134290288]",Garden County,Agricultural,Farmland Reserve Inc,61990.0,NE,2019,69340
